title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Coldest Game",movie,"History, Sport, Thriller",2019,tt6445414,6.2,12818,PL
"Pee Nak",movie,"Comedy, Horror",2019,tt8258474,4.7,575,TH
Dreambuilders,movie,"Adventure, Animation, Comedy",2020,tt9855978,6,1902,"DK, FI, NO, SE"
"Fritzi: A Revolutionary Tale",movie,"Animation, Family, History",2019,tt9805160,7,370,"CZ, SK"
"To Live Again",movie,Drama,1998,tt0146313,6.1,247,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Unicorn Wars",movie,"Action, Animation, Comedy",2022,tt10483152,6.9,2514,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"El verano que vivimos",movie,"Drama, Romance",2020,tt10042590,5.9,1025,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Ordinary Love",movie,"Drama, Romance",2019,tt6012380,6.6,5444,US
Nayola,movie,"Animation, Drama, Fantasy",2022,tt3726682,7,301,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Even Mice Belong in Heaven",movie,"Adventure, Animation, Comedy",2021,tt3804810,6.7,824,"CZ, SK"
"Chicken for Linda!",movie,"Animation, Comedy, Musical",2023,tt21042126,7.1,892,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Barkers: Mind the Cats!",movie,"Adventure, Animation, Family",2020,tt11390126,5.4,100,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Love Takes Flight",movie,Romance,2019,tt9876426,7,1643,"DK, FI"
"Jiu Jitsu",movie,"Action, Sci-Fi, Thriller",2020,tt9624766,2.9,10738,"DK, FI, NO, SE"
"The Hater",movie,"Drama, Thriller",2020,tt9506474,7.1,17997,PL
"Game of Thrones: The Last Watch",movie,Documentary,2019,tt10090796,7.1,6776,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Lady Terrorist",movie,"Comedy, Crime, Drama",2019,tt8852702,6.3,499,"CZ, SK"
"Sailing Into Love",movie,"Drama, Romance",2019,tt10136854,6.5,1736,"DK, FI"
"Shazam! Fury of the Gods",movie,"Adventure, Comedy, Fantasy",2023,tt10151854,5.9,132036,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"La belle époque",movie,"Comedy, Drama, Fantasy",2019,tt9172422,7.4,20543,PL
Wig,movie,Documentary,2019,tt10206188,6.9,861,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"The Last Trip to the Seaside",movie,"Drama, Short",2019,tt10280050,6.4,86,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Standing Up, Falling Down",movie,"Comedy, Drama",2019,tt6173484,6.6,2655,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dying to Be Perfect: The Ellen Hart Pena Story",movie,Drama,1996,tt0119030,5.5,259,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Send It!",movie,"Action, Adventure, Comedy",2021,tt9009826,4.5,271,PL
"Perhaps Love",movie,"Comedy, Romance",2021,tt15587126,6.1,190,"HK, ID, MY, PH, SG, TH"
"The Immortal",movie,"Crime, Drama, Thriller",2019,tt9048786,6.8,7695,US
"Mermaid in Paris",movie,"Comedy, Fantasy, Romance",2020,tt9209312,5.7,1062,"FR, MC"
"Legacy of Lies",movie,Thriller,2020,tt6834916,5.1,4464,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"I Care a Lot",movie,"Comedy, Crime, Drama",2020,tt9893250,6.4,150714,"DK, FI, NO, SE"
"The Little Things",movie,"Crime, Drama, Mystery",2021,tt10016180,6.3,132221,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Lego DC Batman: Family Matters",movie,"Action, Animation, Comedy",2019,tt10327712,6.1,1517,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
France,movie,"Comedy, Drama",2021,tt9714030,5.9,5023,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Home Videos",movie,Documentary,2019,tt10303674,7.4,186,"AD, DK, ES, FI, NO, PT, SE, US"
"Horizon Line",movie,"Adventure, Drama, Horror",2020,tt5498354,4.8,11948,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Wedding at Graceland",movie,Romance,2019,tt9777092,5.9,785,"DK, FI"
"American Traitor: The Trial of Axis Sally",movie,"Drama, History, War",2021,tt7050946,5.7,3423,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Straight Up",movie,"Comedy, Romance",2019,tt8855960,6.9,3406,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Liberty: Mother of Exiles",movie,Documentary,2019,tt10327518,6.6,184,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Lost in the Night",movie,"Drama, Thriller",2023,tt27307501,6.1,912,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"10 Days with Dad",movie,"Comedy, Family",2020,tt10251538,5.4,1295,PT
"To Catch a Killer",movie,"Action, Crime, Drama",2023,tt10275534,6.6,45019,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Voice of Silence",movie,"Drama, Crime",2020,tt10431572,6.5,1948,HK
Mo,movie,Drama,2019,tt10598260,5.8,1045,"MD, RO"
"Let There Be Light",movie,Drama,2019,tt7689186,7.2,516,"CZ, SK"
"Under the Boardwalk",movie,"Adventure, Animation, Comedy",2023,tt10551654,5.9,999,"HK, ID, MY, PH, SG, TH, TW"
"L.A. Johns",movie,Drama,1997,tt0119489,4.9,345,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Sonic the Hedgehog 2",movie,"Action, Adventure, Comedy",2022,tt12412888,6.5,93779,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Kalev,movie,Drama,2022,tt21874630,7.2,819,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Bad Guys",movie,"Adventure, Animation, Comedy",2022,tt8115900,6.8,64171,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Petite Maman",movie,"Drama, Fantasy",2021,tt13204490,7.4,18794,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Electrical Life of Louis Wain",movie,"Biography, Drama, History",2021,tt10687506,6.8,21485,"DK, FI, NO, SE"
"Loli paraditska",movie,Comedy,2019,tt10669822,6.4,157,"CZ, SK"
Sun,movie,Drama,2022,tt15429106,6,428,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Halloween Kills",movie,"Action, Drama, Horror",2021,tt10665338,5.5,102311,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Looks That Kill",movie,"Comedy, Drama, Romance",2020,tt8179470,6.3,5656,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Policeman's Lineage",movie,"Action, Crime, Drama",2022,tt16676718,6.1,982,"ID, MY, SG, TH"
Smile,movie,"Horror, Mystery, Thriller",2022,tt15474916,6.5,200286,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Quero-te Tanto!",movie,"Comedy, Romance",2019,tt8413912,4.5,136,PT
"Love and Sunshine",movie,Romance,2019,tt10369978,7.1,1632,"DK, FI"
"Yusuf Hawkins: Storm Over Brooklyn",movie,"Crime, Documentary",2020,tt8594010,7.3,240,US
"Undercover Wedding Crashers",movie,Comedy,2021,tt10290510,5.5,1067,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Sermon on the Mount",movie,Documentary,2019,tt10461826,6.9,123,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"After We Collided",movie,"Drama, Romance",2020,tt10362466,5.1,40330,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Insidious: The Red Door",movie,"Horror, Mystery, Thriller",2023,tt13405778,5.5,55539,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Lupin III: The First",movie,"Action, Adventure, Animation",2019,tt10621032,6.9,3930,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"The Year of the Death of Ricardo Reis",movie,Drama,2020,tt9455436,6,278,PT
"King Richard",movie,"Biography, Drama, Sport",2021,tt9620288,7.5,143116,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Elvis,movie,"Biography, Drama, Music",2022,tt3704428,7.3,244888,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"The Secrets We Keep",movie,"Drama, Thriller",2020,tt9252488,5.9,7618,"DK, FI, NO, SE, US"
"Her Blue Sky",movie,"Animation, Drama, Family",2019,tt10981202,6.8,1740,"ID, MY, PH, SG, TH"
"Fair Play",movie,,2014,,,,"CZ, SK"
"Meg 2: The Trench",movie,"Action, Adventure, Horror",2023,tt9224104,5,88251,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Marry Me",movie,"Comedy, Music, Romance",2022,tt10223460,6.1,45364,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"The Last Duel",movie,"Drama, History, Thriller",2021,tt4244994,7.3,189899,"AD, ES, PT"
Verdict,movie,"Crime, Drama",2019,tt10417642,6.8,637,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Justice League Dark: Apokolips War",movie,"Action, Adventure, Animation",2020,tt11079148,7.7,27815,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Batman: Death in the Family",movie,"Action, Animation, Crime",2020,tt12794046,5.6,4407,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Superman: Man of Tomorrow",movie,"Animation, Sci-Fi",2020,tt11079116,6.4,9038,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Superman: Red Son",movie,"Action, Animation, Sci-Fi",2020,tt10985510,6.4,17360,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Collective,movie,"Crime, Documentary",2019,tt10706602,8.1,13713,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
Tony,movie,"Biography, Documentary",2019,tt10625172,4.4,166,PT
"Very Ralph",movie,Documentary,2019,tt10701384,6.9,843,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"Bita e a Natureza",movie,,2017,,,,BR
"The Diary of Diana B",movie,"Biography, Drama, History",2019,tt8028150,7.4,1579,"BA, BG, HR, ME, MK, RS, SI"
Tolken,movie,,2002,,,,FR
Old-Timers,movie,"Comedy, Crime, Drama",2019,tt9436632,6.7,249,"CZ, SK"
Adiós,movie,"Drama, Thriller",2019,tt9786512,6.1,2198,"BE, FR, MC"
Schoolgirls,movie,Drama,2020,tt10434142,6.4,2797,"AD, ES"
"Don't Worry Darling",movie,"Drama, Mystery, Thriller",2022,tt10731256,6.3,158103,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Malignant,movie,"Crime, Horror, Mystery",2021,tt3811906,6.2,114315,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Unmasking Jihadi John: Anatomy of a Terrorist",movie,Documentary,2019,tt10349958,7,491,"AG, BB, BS, HN, NI, TT"
"Alternate Endings: Six New Ways to Die in America",movie,Documentary,2019,tt10720098,7.3,310,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Legend of Hei",movie,"Action, Adventure, Animation",2019,tt10734928,7.3,2495,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Minte-mã frumos în Centrul Vechi",movie,"Comedy, Romance",2016,tt5455714,5.4,160,"MD, RO"
"My Life as a Comedian",movie,"Biography, Drama",2019,tt8425516,6.4,1316,"DK, FI, NO, SE"
"The Last Vermeer",movie,"Drama, War",2019,tt8337320,6.7,6058,"BA, BE, BG, CZ, FR, HR, HU, MC, MD, ME, MK, PL, RO, RS, SI, SK"
"Women Is Losers",movie,Drama,2021,tt9024096,5.9,428,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Kallang Roar the Movie",movie,Sport,2008,tt2385900,5.8,30,"ID, MY, PH, SG, TH"
"The Innocence",movie,Drama,2019,tt8872580,6.5,769,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Let Them All Talk",movie,"Comedy, Drama",2020,tt10808832,6.1,13394,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"The Wedding Unplanner",movie,"Comedy, Romance",2020,tt9519642,5.7,2087,"AD, ES"
"Na bank sie uda",movie,"Comedy, Crime",2019,tt10128920,4.6,391,PL
"National Street",movie,"Comedy, Drama",2019,tt7697060,5.7,344,"CZ, SK"
"Torn Apart: Separated at the Border",movie,Documentary,2019,tt10720334,5.9,56,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"In the Shadow of the Towers: Stuyvesant High on 9/11",movie,"Documentary, Drama, History",2019,tt10720196,6.5,455,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Karel, já a ty",movie,"Comedy, Drama",2019,tt11483842,5.7,117,"CZ, SK"
Dog,movie,"Comedy, Drama",2022,tt11252248,6.5,48516,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Assistant",movie,Drama,2019,tt9000224,6.4,27146,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Urban Crisis and the New Militants: Module 6 - Black Moderates and Black Militants",movie,Documentary,1969,,,,US
"Wild Mountain Thyme",movie,"Comedy, Drama, Romance",2020,tt6842770,5.7,12727,US
"The Contractor",movie,"Action, Drama, Thriller",2022,tt10323676,5.8,31154,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
Queenpins,movie,"Comedy, Crime",2021,tt9054192,6.4,26390,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Samaritan,movie,"Drama, Fantasy, Sci-Fi",2022,tt5500218,5.7,57515,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Vault",movie,"Action, Thriller",2021,tt9742794,6.4,32903,PL
"Out in the Open",movie,"Adventure, Drama, Thriller",2019,tt8406744,6.9,1651,"AD, ES"
"What Happened on September 11",movie,"Documentary, Drama, History",2019,tt10920662,5.8,430,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"If I Were Rich Man",movie,Comedy,2019,tt9010802,5,1608,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"It's Beginning to Look a Lot Like Christmas",movie,"Comedy, Romance",2019,tt10952042,6.1,1221,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Love, Fall & Order",movie,"Comedy, Drama, Romance",2019,tt10887504,6.5,1466,"DK, FI"
Marita,movie,Drama,2017,tt7089738,6.2,478,"MD, RO"
"Knock at the Cabin",movie,"Horror, Mystery, Thriller",2023,tt15679400,6.1,127636,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"House Party",movie,Comedy,2023,tt8005118,4.4,4580,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Buzz,movie,Documentary,2019,tt10720210,5.4,923,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Doza shtastie",movie,Drama,2019,tt10249780,7.1,1511,BG
"C'mon C'mon",movie,Drama,2021,tt10986222,7.4,40369,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Unpregnant,movie,"Comedy, Drama",2020,tt10556022,6.5,10268,"AD, DK, ES, FI, NL, NO, PT, SE, US"
"Class Action Park",movie,"Crime, Documentary",2020,tt11015214,7,8338,US
"No Responders Left Behind",movie,"Documentary, History",2021,tt7747318,6.8,53,US
"Madame Web",movie,"Action, Adventure, Sci-Fi",2024,tt11057302,4,93456,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Promised Neverland",movie,"Action, Adventure, Drama",2020,tt11027510,5.5,888,"ID, MY, PH, SG, TH"
"The Marksman",movie,"Action, Drama, Thriller",2021,tt6902332,5.7,45111,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train",movie,"Action, Adventure, Animation",2020,tt11032374,8.2,79435,"HK, TW"
Pig,movie,"Drama, Mystery",2021,tt11003218,6.9,95170,"DK, FI, NO, SE"
"Seoul Station",movie,Documentary,2013,,,,"ID, MY"
"The Last Voyage of the Demeter",movie,"Fantasy, Horror, Thriller",2023,tt1001520,6.1,58858,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TT, TW, UY, VE"
"Dating Amber",movie,"Comedy, Drama, Romance",2020,tt7886936,7,8118,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"I'll Be Home for Christmas",movie,"Drama, Musical",2019,tt10504966,6.2,1148,"DK, FI, NO, SE"
"O Amor Dá Voltas",movie,"Comedy, Romance",2019,tt6360426,5.4,101,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Toll",movie,"Horror, Thriller",2020,tt9202550,5.3,3294,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Christine,movie,"Family, Short",2016,tt5699200,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Am I OK?",movie,"Comedy, Drama, Romance",2022,tt11225626,6.1,9203,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Saudi Women's Driving School",movie,Documentary,2019,tt10720474,6.6,246,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
3Grapes,movie,Comedy,2020,tt10657126,5.2,193,"CZ, SK"
"Asterix & Obelix: The Middle Kingdom",movie,"Adventure, Comedy, Family",2023,tt11210390,5.1,11025,"CZ, SK"
"The Mentor",movie,"Drama, Short, Thriller",2019,tt9777648,7,65,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Twist,movie,"Action, Drama, Thriller",2021,tt10077034,4.2,3162,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Dampyr,movie,"Fantasy, Horror",2022,tt10315050,5.4,2663,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Mauritanian",movie,"Biography, Crime, Drama",2021,tt4761112,7.5,65432,"DK, FI, NO, SE"
Autobahn,movie,Documentary,2019,tt11210450,8.1,14,"FR, MC"
